2	3488
2	8759
5	5786
5	9614
5	2781
5	4890
5	10167
5	3531
5	5121
5	4582
5	687
5	8493
5	5976
5	2829
5	7552
5	5203
5	3628
5	1403
5	10375
5	5204
5	5553
5	8847
5	2236
5	1043
5	9832
5	6201
5	5114
5	1569
5	6668
5	7017
5	4526
5	3565
5	9193
5	1900
5	8614
5	3385
8	976
8	5865
9	7580
9	9761
9	4171
9	4211
9	5902
9	6279
9	2713
9	6385
9	5396
9	10288
9	2976
9	4938
9	3536
9	9775
9	6084
9	7030
9	2606
9	6472
9	5687
9	4491
9	487
9	8499
9	2234
9	5147
9	5216
9	2413
9	9973
9	5202
9	6379
9	509
9	8514
9	2097
9	7042
9	5600
9	9921
9	7258
9	3291
9	5370
9	8806
9	2242
9	2673
9	2508
9	218
9	2323
9	8668
9	6148
9	8614
9	6763
9	5914
9	8582
12	6031
12	1713
12	2349
13	9087
13	5437
13	8691
13	1062
14	3455
15	10259
15	8946
20	1076
20	1137
20	2370
21	3398
21	2458
21	7450
21	5636
21	1564
21	666
21	5410
21	5918
22	1419
24	2131
24	62
27	5806
27	7430
27	4009
27	4733
27	1771
27	669
27	6335
27	3931
27	1628
27	2871
27	143
27	5919
27	2029
27	1255
27	1974
32	7580
32	4904
32	6840
32	5935
32	1203
32	270
32	6777
32	2014
32	6911
32	778
32	1410
35	6255
35	2148
35	8975
36	6662
36	8465
38	5578
38	6227
38	3549
38	878
38	4345
38	1076
38	3481
38	6977
38	6018
38	7779
38	838
38	4999
38	2927
38	4955
38	7308
38	5256
38	9908
38	3070
38	6136
38	8500
38	8332
38	2735
42	161
42	6350
42	3863
42	3098
42	9843
46	2805
46	4476
46	5013
46	8809
46	2342
46	8562
46	5245
46	4437
46	5272
46	4938
46	9367
46	3075
46	3352
46	2894
46	4273
46	9891
46	3378
46	4914
46	2574
46	10437
46	5265
46	6069
46	4007
46	1962
46	10796
46	3124
46	9946
46	7026
46	6217
46	5920
46	4618
46	5553
46	2802
46	2385
46	10066
46	7103
46	8519
46	1072
46	4397
46	6624
46	5883
46	5961
46	5626
46	1569
46	3100
46	7017
46	8881
46	9826
46	1000
46	4856
46	3433
46	117
46	9197
47	2445
47	1161
47	3250
47	5221
47	5895
47	3464
47	8959
47	5744
47	215
47	2866
47	3344
47	801
47	2315
47	2697
47	6325
47	2044
47	4220
47	3354
47	1220
47	1592
47	1414
47	1001
47	4852
47	8452
51	1982
51	2644
51	6533
51	1533
51	5183
51	2278
51	1101
51	2234
51	2129
51	4545
51	4945
51	5230
51	8514
51	268
51	5438
51	6023
51	2357
51	1988
51	1304
51	9846
51	6020
51	5276
51	8947
51	6070
51	9813
51	3385
53	5587
53	7561
53	1482
56	5129
56	2505
56	10122
56	2780
56	8694
56	46
56	6206
56	1660
56	4628
56	8335
56	6350
56	2478
56	519
56	1653
56	5
56	1724
56	2902
56	4301
56	4427
56	1217
56	4185
56	2925
56	4430
56	2877
56	1874
56	2300
