10855	5716
10855	3972
10855	9543
10855	2109
10855	6601
10855	620
10855	6915
10855	3213
10855	2836
10855	6014
10027	1161
10027	9348
10027	2724
10027	11602
10027	8688
10027	5070
10027	1349
10027	6976
10027	11369
10027	355
741	6082
741	431
741	236
741	8531
741	1840
741	3687
741	3939
741	2108
741	9253
741	879
741	6457
741	3453
741	10851
741	10208
741	12773
741	4167
453	3936
453	8659
453	12233
453	5455
453	3853
453	11669
453	9857
453	1300
453	12129
453	7661
453	2524
453	691
11665	3715
11665	4748
11665	11295
11665	8086
11665	12634
11665	10811
11665	7598
11665	7818
11665	12718
11665	8147
11665	10361
11665	8724
11665	5733
11665	10291
11665	2382
11665	4103
11665	4370
11665	1418
12096	12402
12096	6524
12096	9475
12096	5643
12096	9152
12096	3988
12096	9297
12096	2344
12096	9640
12096	7995
12096	3068
12096	8047
12096	2809
12096	4565
12096	8313
12096	1045
12096	12387
12096	3154
12096	5492
12096	10582
12096	1126
12096	11399
12096	2201
12096	9681
12096	6210
9170	533
9170	5049
9170	1418
9170	3116
9170	12884
9170	132
10887	11418
10887	3646
10887	2611
10887	7072
10887	1285
10887	5542
10887	4339
10887	1779
10887	3343
10887	5788
10887	6764
10887	5463
10887	2597
10887	3774
10887	4889
10887	4190
10887	7589
12398	4572
12398	4649
12398	10247
12398	11595
12398	12233
12398	3924
12398	10297
12398	12213
12398	10154
12398	12302
7460	2550
7460	2786
7460	5479
7460	10316
7460	6889
7460	3301
7460	218
7460	12984
7460	6800
7460	8861
7460	1124
10106	12305
10106	11529
10106	3151
10106	4599
10106	6190
10106	1521
10106	1149
10106	10286
10106	5588
10106	8803
10106	8861
10106	11863
10106	12359
10106	684
478	8169
478	2598
478	3605
478	5489
478	1008
478	5312
478	7415
478	8688
478	3918
478	12460
478	5261
478	4300
8861	6472
8861	11092
8861	2366
8861	3270
8861	6191
8861	482
8861	381
8861	2609
8861	2673
8861	12464
8861	8876
8861	11238
10762	9329
10762	891
10762	5013
10762	800
10762	10161
10762	698
10762	1535
10762	4861
10762	4678
10762	6991
10762	7562
10762	7087
10762	6621
75	12559
75	3514
75	6235
75	5394
75	3823
75	12283
75	9110
75	11106
75	6441
75	6649
75	5951
75	6966
8704	3078
8704	9589
8704	1831
8704	4620
8704	7485
8704	6194
8704	3985
8704	11124
8704	12584
8704	1924
8704	8897
8704	4464
8704	10101
8704	252
8704	8496
8704	9914
8704	1877
8704	9417
8704	3218
8704	577
8704	8305
8704	12647
8704	6271
8704	3999
8704	10451
8704	12953
8704	2507
3040	8400
3040	7387
3040	6420
3040	5908
3040	6058
3040	11129
3040	5201
3040	1541
3040	1076
3040	5350
10192	1041
10192	10387
10192	6622
10192	4799
10192	10391
10192	7034
10192	7003
10192	7093
10192	5065
10192	7141
10192	2045
10192	5253
2678	5188
2678	12092
2678	7832
2678	6312
10765	6102
10765	3978
10765	9222
10765	12266
10765	7366
10765	10301
10765	8593
122	7209
122	2898
122	9112
122	8156
122	5030
122	3301
122	11385
122	1485
122	1892
122	4445
122	10620
122	6088
122	4422
122	6827
122	9740
122	1596
122	8489
122	10955
122	7323
122	1603
122	4964
5116	500
5116	2366
5116	6323
5116	12057
5116	6581
5116	12461
5116	2007
5116	6950
5116	12109
5116	5766
5116	10899
5116	324
5116	533
5116	1007
5116	1341
5116	3663
5116	2523
5116	2037
5116	5892
5116	2193
5116	1630
4177	11391
4177	12042
4177	7283
4177	5141
4177	7077
4177	6744
4177	12238
4177	9644
4177	11172
4177	202
4177	8528
4177	9555
4177	7565
4177	1886
10007	357
10007	5012
10007	7069
10007	485
10007	12806
10007	6728
10007	5734
10007	7632
10007	927
10007	4585
10007	459
10007	8788
10007	2178
10007	4083
10007	10251
10007	7753
10007	2968
411	2787
411	3521
411	8129
411	1640
411	5106
411	6987
411	1027
411	899
411	7919
411	6951
411	2639
411	11894
411	2600
411	8182
411	1526
458	10338
458	4184
458	6419
458	3042
458	10123
458	5517
458	10601
458	3171
458	5447
458	12411
458	8116
458	8012
458	10639
154	4119
154	11288
154	2355
154	7195
154	9799
154	6595
154	12337
154	1060
154	7319
154	4203
154	12132
154	5557
154	5167
154	405
5293	11235
5293	8617
5293	3507
5293	8560
5293	11942
5293	2791
5293	7632
5293	12503
5293	8470
5293	12577
5293	459
5293	4489
5293	9678
5293	4707
11012	2437
11012	5320
11012	10643
11012	5734
11012	5584
11012	8761
11012	11299
11012	5979
11012	4440
11012	12049
11012	5688
11012	6217
11012	7323
9946	3996
9946	8499
9946	10373
9946	4596
9946	7431
9946	8502
9946	2444
9946	11972
9946	8409
9946	3533
9946	10870
9946	11568
9946	11964
9946	7726
9603	9401
9603	8267
9603	4506
9603	11297
9603	5545
9603	2998
9603	3019
9603	2821
9603	2557
9603	11245
9603	6664
11261	6914
11261	94
11261	149
11261	3858
11261	6301
11261	12235
11261	2346
11261	11096
11261	4338
11261	4793
11261	5033
11261	8732
11261	5294
11261	9868
11261	8917
11261	4016
11261	2705
11261	10771
12609	11856
12609	4859
12609	7993
12609	7397
12609	8155
12609	957
12609	6024
12609	973
12609	11257
12609	69
12609	293
12609	6836
12609	11326
12609	6800
12609	6308
12609	379
12609	384
12609	10872
12609	10527
6345	6517
6345	9059
6345	823
6345	5178
6345	9534
6345	4022
6345	4934
6345	9006
2584	11196
2584	1617
2584	1298
2584	1405
2584	11776
2584	5849
2584	813
2584	4659
2584	10625
2584	836
2584	2705
2584	2206
2584	217
2584	9681
1904	737
1904	10421
1904	2672
1904	3281
1904	711
1904	4865
1904	7779
1904	8116
1904	5264
1904	5505
1904	12924
1904	619
1904	1084
1904	5554
1904	1461
2464	4066
2464	1814
2464	3244
2464	6609
2464	6018
2464	610
2464	12851
2464	9865
2464	7229
2464	196
2464	9447
2464	12208
2464	5561
2464	8663
2464	12161
3182	658
3182	1952
3182	8093
3182	2049
3182	6547
3182	819
3182	10212
3182	3105
3182	187
